Property_Title,Price,Area_SqFt,BHK,Bathrooms,Furnishing_Status,Property_Type,Seller_Type,Project_Name,Locality,Posted_Date,Floor_Number,Source_Website,Raw_JSON,Price_Lakhs,Area_SqFt_Clean,BHK_Clean,Extracted_Locality,Furnishing_Status_Clean,Bathrooms_Clean,Price_Per_SqFt,Locality_Tier,Property_Category,BHK_Type,Luxury_Score,Space_Efficiency,Carpet_Area_Est,Vastu_Compliant,Transaction_Type,Gated_Community,Price_Fairness,Actual_Locality,Consolidated_Locality,Final_Locality,Clean_Locality
"1 BHK Flat for Sale in Punitnagar Ghodasar, Ahmedabad",₹18 Lac,50 sqyrd,1 BHK,,Unfurnished,Apartment,Owner,,"Punitnagar Ghodasar, Ahmedabad",,,MagicBricks,"10 | + | Photos | Updated 3 weeks ago | Owner: Aesha Modi | 1 BHK Flat for Sale in Punitnagar Ghodasar, Ahmedabad | Carpet Area | 50 sqyrd | Status | Ready to Move | Floor | 2 out of 3 | Transaction | Resale | Furnishing | Unfurnished | facing | East | overlooking | Main Road | Ownership | Freehold | Bathroom | 1 | Balcony | 1 | East Facing Property | Near to basic facilities like school, market, clinic, etc and very well maintained property | View Property | ₹ | 18 Lac | ₹ | 4000 per sqft | Contact Owner | Get Phone No.",18.0,450,1,"Punitnagar Ghodasar, Ahmedabad",Unfurnished,1,4000.0,Mid-Segment,Budget,1 BHK,1,450.0,315,1,Resale,0,Fair Value,,Unknown,Other,Unknown
2 BHK Flat for Sale in Ahmedabad,₹47 Lac,999 sqft,2 BHK,,Semi-Furnished,Apartment,Owner,,Ahmedabad,,,MagicBricks,12 | + | Photos | Posted: 3 months ago | Owner: Ashish | 2 BHK Flat for Sale in Ahmedabad | Super Area | 999 sqft | Status | Ready to Move | Floor | 1 out of 13 | Transaction | Resale | Furnishing | Semi-Furnished | overlooking | Garden/Park | Ownership | Freehold | Car Parking | 1 Covered | Bathroom | 2 | Balcony | 1 | Garden facing first floor property | View Property | ₹ | 47 Lac | ₹ | 4705 per sqft | Contact Owner | Get Phone No.,47.0,999,2,Ahmedabad,Semi-Furnished,2,4704.7,Mid-Segment,Budget,2 BHK,2,499.5,699,0,Resale,0,Fair Value,Ahmedabad,Ahmedabad,Other,Unknown
"2 BHK Flat for Sale in Orchard Godrej Garden City, Sarkhej Gandhinagar Highway, Ahmedabad",₹75 Lac,1262 sqft,2 BHK,,Semi-Furnished,Apartment,Owner,,"Orchard Godrej Garden City, Sarkhej Gandhinagar Highway, Ahmedabad",,,MagicBricks,"2 | + | Photos | Posted: 3 months ago | Owner: Kunal | 2 BHK Flat for Sale in Orchard Godrej Garden City, Sarkhej Gandhinagar Highway, Ahmedabad | Orchard Godrej Garden City | Super Area | 1262 sqft | Status | Ready to Move | Floor | 3 out of 10 | Transaction | Resale | Furnishing | Semi-Furnished | Society | Orchard Godrej Garden City | Bathroom | 2 | Multistorey apartment is available for sale. It has covered area of 1262 sq-ft, it is a good location property. Please contact for more details. | View Property | Nearby | Pmg Hospital ( Orthopedic Joint Replacement & Advanced Surgical Center ) | Dev Arc Mall | ₹ | 75 Lac | ₹ | 5943 per sqft | Contact Owner | Get Phone No.",75.0,1262,2,"Orchard Godrej Garden City, Sarkhej Gandhinagar Highway, Ahmedabad",Semi-Furnished,2,5942.95,Mid-Segment,Budget,2 BHK,2,631.0,883,0,Resale,1,Fair Value,Sarkhej Gandhinagar Highway,SG Highway,SG Highway,Sarkhej
"3 BHK Flat for Sale in Serenity Shivam, South Bopal, Bopal, Ahmedabad",₹89.7 Lac,987 sqft,3 BHK,,Unfurnished,Apartment,Owner,,"Serenity Shivam, South Bopal, Bopal, Ahmedabad",,,MagicBricks,"4 | + | Photos | Updated 4 weeks ago | Owner: Pruthvi | 3 BHK Flat for Sale in Serenity Shivam, South Bopal, Bopal, Ahmedabad | Serenity Shivam | Carpet Area | 987 sqft | Under Construction | Poss. by Dec '28 | Floor | 1 out of 22 | Transaction | Resale | Furnishing | Unfurnished | facing | North - East | overlooking | Garden/Park, Pool, Main Road | Society | Serenity Shivam | Ownership | Freehold | Car Parking | 1 Covered | Bathroom | 3 | Balcony | 1 | Serenity Shivam is a residential complex in South Bopal, Ahmedabad, developed by the Serenity Group, featuring 3BHK apartments across four 22-story towers. Located for excellent connectivity and proximity to amenities, it is a modern project offering state-of-the-art facilities like a swimming pool to provide a blend of luxury and practicality for residents. | View Property | Nearby | Green Grocers | Parul Institute of Applied Sciences and Research | Galaxy Hospital - Multispeciality Hospital | Apple Tree | Bopal Haat And Shopping Centre | ₹ | 89.7 Lac | ₹ | 4998 per sqft | Contact Owner | Get Phone No.",89.7,987,3,"Serenity Shivam, South Bopal, Bopal, Ahmedabad",Unfurnished,3,9088.15,Luxury,Premium,3 BHK,4,329.0,691,0,New Booking,1,Overvalued (Premium),South Bopal,South Bopal,Bopal,Bopal
"3 BHK Flat for Sale in DR Praharsh Bluebell, South Bopal, Bopal, Ahmedabad",₹84.2 Lac,997 sqft,3 BHK,,Unfurnished,Villa/Bungalow,Owner,,"DR Praharsh Bluebell, South Bopal, Bopal, Ahmedabad",,,MagicBricks,"5 | + | Photos | Updated 3 months ago | Owner: Mitul magicbrick | 3 BHK Flat for Sale in DR Praharsh Bluebell, South Bopal, Bopal, Ahmedabad | DR Praharsh Bluebell | Carpet Area | 997 sqft | Under Construction | Poss. by Dec '25 | Floor | 5 out of 22 | Transaction | Resale | Furnishing | Unfurnished | facing | North | overlooking | Garden/Park, Pool | Society | DR Praharsh Bluebell | Ownership | Freehold | Car Parking | 1 Covered | Bathroom | 3 | Balcony | 1 | Located at one of the fastest growing area of Ahmedabad West on the VIP road. The house is on fifth floor with a luscious garden and grand pool view, with allocated car parking, also the property is located within the proximity to all the essentials. | View Property | Nearby | Green Grocers | Parul Institute of Applied Sciences and Research | Galaxy Hospital - Multispeciality Hospital | Balaji super market | Aaradhya Complex | ₹ | 84.2 Lac | ₹ | 4600 per sqft | Contact Owner | Get Phone No.",84.2,997,3,"DR Praharsh Bluebell, South Bopal, Bopal, Ahmedabad",Unfurnished,3,8445.34,Premium,Premium,3 BHK,3,332.33,698,0,New Booking,1,Overvalued (Premium),South Bopal,South Bopal,Bopal,Bopal
"2 BHK Flat for Sale in Sahajanand Devkrupa 4, Nikol, Ahmedabad",₹43 Lac,900 sqft,2 BHK,,Semi-Furnished,Apartment,Owner,,"Sahajanand Devkrupa 4, Nikol, Ahmedabad",,,MagicBricks,"20 | + | Photos | Updated 3 weeks ago | Owner: manoj | 2 BHK Flat for Sale in Sahajanand Devkrupa 4, Nikol, Ahmedabad | Sahajanand Devkrupa 4 | Carpet Area | 900 sqft | Status | Ready to Move | Floor | 4 out of 5 | Transaction | Resale | Furnishing | Semi-Furnished | overlooking | Garden/Park | Society | Sahajanand Devkrupa 4 | Bathroom | 2 | Balcony | 2 | View Property | Nearby | Pancham mall | Pavilion Mall | VIP International School. | Allen Career Institute Nikol Campus | Indus hospital | Parikh Hospitals | DMart | DMart | Nikol Bus Stop | ₹ | 43 Lac | ₹ | 3413 per sqft | Contact Owner | Get Phone No.",43.0,900,2,"Sahajanand Devkrupa 4, Nikol, Ahmedabad",Semi-Furnished,2,4777.78,Mid-Segment,Budget,2 BHK,2,450.0,630,0,Resale,1,Fair Value,Nikol,Nikol,Nikol,Nikol
"3 BHK Flat for Sale in Prahlad Nagar, Ahmedabad",₹1.10 Cr,1134 sqft,3 BHK,,Unfurnished,Apartment,Owner,,"Prahlad Nagar, Ahmedabad",,Ground Floor,MagicBricks,"15 | + | Photos | Updated 4 weeks ago | Owner: Amresh Narayan | 3 BHK Flat for Sale in Prahlad Nagar, Ahmedabad | Carpet Area | 1134 sqft | Status | Ready to Move | Transaction | Resale | Furnishing | Unfurnished | facing | East | overlooking | Garden/Park, Pool, Main Road | Ownership | Freehold | Bathroom | 2 | Balcony | 2 | East Facing Property | Garden facing Balcony with covered parking on ground floor and very near to Hospitals, Market and Derasar. Ideal for family. | View Property | Nearby | Parshwanath Business Park | Pinnacle Business Park | Little genius | Victoria University India (VU India) | Shalby Hospital | SOLLYWOOD MALL | Honest Bus Stop | ₹ | 1.10 Cr | ₹ | 6790 per sqft | Contact Owner | Get Phone No.",110.0,1134,3,"Prahlad Nagar, Ahmedabad",Unfurnished,3,9700.18,Luxury,Premium,3 BHK,3,378.0,794,1,Resale,0,Fair Value,,Unknown,Other,Unknown
"1 BHK Flat for Sale in Vejalpur, Jivraj park, Ahmedabad",₹31 Lac,640 sqft,1 BHK,,Unfurnished,Apartment,Owner,,"Vejalpur, Jivraj park, Ahmedabad",,,MagicBricks,"8 | + | Photos | Updated 2 weeks ago | Owner: mmehta | 1 BHK Flat for Sale in Vejalpur, Jivraj park, Ahmedabad | Super Area | 640 sqft | Status | Ready to Move | Floor | 2 out of 5 | Transaction | Resale | Furnishing | Unfurnished | facing | West | overlooking | Main Road | Ownership | Freehold | Bathroom | 1 | Balcony | 1 | main road facing..very good location..alloted covered car parking..kitchen fully furnished | View Property | Nearby | Prashant Higher Secondary School | Vejalpur Municipal School | Apollo Hospitals Enterprise Limited | Akshar Hospital | Apm Mall | Family Supermarket | Vastrapur Railway Station | ₹ | 31 Lac | ₹ | 4844 per sqft | Contact Owner | Get Phone No.",31.0,640,1,"Vejalpur, Jivraj park, Ahmedabad",Unfurnished,1,4843.75,Mid-Segment,Budget,1 BHK,1,640.0,448,0,Resale,0,Undervalued (Great Deal),Jivraj park,Jivraj park,Other,Unknown
"2 BHK Flat for Sale in Prathna Exotica, Nikol, Ahmedabad",₹55 Lac,1260 sqft,2 BHK,,Furnished,Apartment,Owner,,"Prathna Exotica, Nikol, Ahmedabad",,,MagicBricks,"18 | + | Photos | Updated 3 months ago | Owner: Bindiya Kansara | 2 BHK Flat for Sale in Prathna Exotica, Nikol, Ahmedabad | Prathna Exotica | Super Area | 1260 sqft | Status | Ready to Move | Floor | 3 out of 5 | Transaction | Resale | Furnishing | Furnished | facing | East | overlooking | Garden/Park, Main Road | Society | Prathna Exotica | Ownership | Freehold | Bathroom | 2 | Balcony | 2 | East Facing Property | Good public and all we needed is nearby like hospital school market garden and many more | View Property | Nearby | Sahitya Business Park | Sahjanand Business Park | Allen Career Institute Nikol Campus | Sahajanand Institute | Harmony Hospital | Kanba Hospital | DMart | DMart | Nikol Bus Stop | ₹ | 55 Lac | ₹ | 4365 per sqft | Contact Owner | Get Phone No.",55.0,1260,2,"Prathna Exotica, Nikol, Ahmedabad",Furnished,2,4365.08,Mid-Segment,Budget,2 BHK,2,630.0,882,1,Resale,1,Fair Value,Nikol,Nikol,Nikol,Nikol
"3 BHK Flat for Sale in Vastral, Ahmedabad",₹1.35 Cr,172 sqyrd,3 BHK,,Furnished,Apartment,Owner,,"Vastral, Ahmedabad",,,MagicBricks,"8 | + | Photos | Updated 4 weeks ago | Owner: Parimal | 3 BHK Flat for Sale in Vastral, Ahmedabad | Carpet Area | 172 sqyrd | Status | Ready to Move | Floor | 3 out of 5 | Transaction | Resale | Furnishing | Furnished | overlooking | Garden/Park, Main Road | Ownership | Freehold | Car Parking | 1 Covered, | Bathroom | 3 | Balcony | 2 | Fully furnished which gives you feel of luxuries flat. It is a good location property. Please contact for more details. | View Property | Nearby | Kankubag Mall | Ved Arcade Mall | Crystal International Public School | Podar International School Vastral | Shyambhu Hospital | Avadh Multispeciality Hospital | Ved Arcade Mall | Ved Arcade Mall | Vastral Metro Station | Metro Rail Project Line | ₹ | 1.35 Cr | Contact Owner | Get Phone No.",135.0,1548,3,"Vastral, Ahmedabad",Furnished,3,8720.93,Premium,Premium,3 BHK,2,516.0,1084,0,Resale,0,Overvalued (Premium),,Unknown,Other,Unknown
"2 BHK Flat for Sale in Maher Homes, Shela, Ahmedabad",₹65 Lac,1255 sqft,2 BHK,,Unfurnished,Apartment,Owner,,"Maher Homes, Shela, Ahmedabad",,,MagicBricks,"42 | + | Photos | Updated 4 weeks ago | Owner: SHAILESH KWATRA | 2 BHK Flat for Sale in Maher Homes, Shela, Ahmedabad | Maher Homes | Super Area | 1255 sqft | Status | Ready to Move | Floor | 10 out of 14 | Transaction | Resale | Furnishing | Unfurnished | overlooking | Garden/Park, Main Road | Society | Maher Homes | Bathroom | 2 | Balcony | 1 | View Property | Nearby | Pihu Fruits and Vegetables Market | Freshqo | Shanti Business School | Shanti Asiatic School | ₹ | 65 Lac | ₹ | 5179 per sqft | Contact Owner | Get Phone No.",65.0,1255,2,"Maher Homes, Shela, Ahmedabad",Unfurnished,2,5179.28,Mid-Segment,Budget,2 BHK,2,627.5,878,0,New Booking,1,Undervalued (Great Deal),Shela,Shela,Shela,Shela
"2 BHK Flat for Sale in Aaryan City Phase1, Gota, Ahmedabad",₹65.5 Lac,914 sqft,2 BHK,,Furnished,Apartment,Owner,,"Aaryan City Phase1, Gota, Ahmedabad",,,MagicBricks,"2 | + | Photos | Updated 1 month ago | Owner: Chirag Madhani | 2 BHK Flat for Sale in Aaryan City Phase1, Gota, Ahmedabad | Aaryan City Phase1 | Carpet Area | 914 sqft | Status | Ready to Move | Floor | 2 out of 10 | Transaction | Resale | Furnishing | Furnished | overlooking | Main Road | Society | Aaryan City Phase1 | Bathroom | 2 | Balcony | 1 | View Property | Nearby | Aai ji super market | Central Point | Silver Oak College Of Engineering And Technology | Aatman International School | Rudram Hospital | Vizcare Hospital | P Square Movieplex | Melady Estate | Vandematram Arcade | ₹ | 65.5 Lac | ₹ | 5020 per sqft | Contact Owner | Get Phone No.",65.5,914,2,"Aaryan City Phase1, Gota, Ahmedabad",Furnished,2,7166.3,Premium,Budget,2 BHK,1,457.0,640,0,Resale,1,Fair Value,Gota,Gota,Gota,Gota
"3 BHK Flat for Sale in Ratnam Aurum, Zundal, Ahmedabad",₹80 Lac,205 sqyrd,3 BHK,,Unfurnished,Apartment,Owner,,"Ratnam Aurum, Zundal, Ahmedabad",,,MagicBricks,"4 | + | Photos | Updated 3 weeks ago | Owner: rakesh | 3 BHK Flat for Sale in Ratnam Aurum, Zundal, Ahmedabad | Ratnam Aurum | Super Area | 205 sqyrd | Status | Ready to Move | Floor | 8 out of 13 | Transaction | New Property | Furnishing | Unfurnished | facing | West | overlooking | Main Road, Garden/Park | Society | Ratnam Aurum | Ownership | Freehold | Bathroom | 2 | Balcony | 2 | Newly Constructed Property | View Property | Nearby | Leap International School | Oak Valley Public School | Shree Balaji Agora Mall | ₹ | 80 Lac | ₹ | 4336 per sqft | Contact Owner | Get Phone No.",80.0,1845,3,"Ratnam Aurum, Zundal, Ahmedabad",Unfurnished,3,4336.04,Mid-Segment,Premium,3 BHK,2,615.0,1292,0,Resale,1,Fair Value,Zundal,Zundal,Zundal,Zundal
"Apartment for Sale in Shilaj, Ahmedabad",₹89.5 Lac,968 sqft,,,,Apartment,Owner,Apartment for Sale,"Shilaj, Ahmedabad",,,MagicBricks,"7 | + | Photos | Updated 1 month ago | Owner: Aashi Patel | Apartment for Sale in Shilaj, Ahmedabad | Carpet Area | 968 sqft | Transaction | Resale | facing | East | Ownership | Freehold | East Facing Property | View Property | Nearby | Shilp The Address | RK Sandipani School | Amrut Indian School | Amijeet Hospital | Thaltej Shilaj Railway Overbridge | ₹ | 89.5 Lac | ₹ | 5084 per sqft | Contact Owner | Get Phone No.",89.5,968,2,"Shilaj, Ahmedabad",,2,9245.87,Luxury,Premium,Unknown,0,,678,1,Resale,0,Fair Value,,Unknown,Other,Unknown
"2 BHK Flat for Sale in Serene Lifestyle, Chandlodiya, Ahmedabad",₹65 Lac,1350 sqft,2 BHK,,Furnished,Plot,Owner,,"Serene Lifestyle, Chandlodiya, Ahmedabad",,,MagicBricks,"2 | + | Photos | Updated 1 month ago | Owner: Meghna Chapla | 2 BHK Flat for Sale in Serene Lifestyle, Chandlodiya, Ahmedabad | Serene Lifestyle | Super Area | 1350 sqft | Status | Ready to Move | Floor | 5 out of 5 | Transaction | Resale | Furnishing | Furnished | Society | Serene Lifestyle | Bathroom | 2 | View Property | Nearby | Vandemataram Vegetable Market | Sholk Infinity | Woodland School | Chandlodiya Primary School | Span ICU and Multispeciality Hospital - Chandlodia | Poojan Dental Clinic | ₹ | 65 Lac | ₹ | 4815 per sqft | Contact Owner | Get Phone No.",65.0,1350,2,"Serene Lifestyle, Chandlodiya, Ahmedabad",Furnished,2,4814.81,Mid-Segment,Budget,2 BHK,1,675.0,945,0,Resale,1,Fair Value,Chandlodiya,Chandlodiya,Chandlodiya,Chandlodiya
"3 BHK Flat for Sale in Ambawadi, Ahmedabad",₹99 Lac,1650 sqft,3 BHK,,Semi-Furnished,Apartment,Owner,,"Ambawadi, Ahmedabad",,,MagicBricks,"2 | + | Photos | Updated 1 month ago | Owner: Tirth Shah | 3 BHK Flat for Sale in Ambawadi, Ahmedabad | Carpet Area | 1650 sqft | Status | Ready to Move | Floor | 1 out of 4 | Transaction | Resale | Furnishing | Semi-Furnished | Ownership | Co-operative Society | Bathroom | 3 | Balcony | 3 | View Property | Nearby | Centro | Aangan Complex | Olive International And Kids School | Atira ahmedabad | Poojam Hospital | Aartham Multi Super Speciality Hospital | DMart | The Grand Mall | Manekbaug Bus Stop | Manekbag Hall Bus Stop | ₹ | 99 Lac | ₹ | 6000 per sqft | Contact Owner | Get Phone No.",99.0,1650,3,"Ambawadi, Ahmedabad",Semi-Furnished,3,6000.0,Premium,Premium,3 BHK,1,550.0,1155,0,Resale,1,Undervalued (Great Deal),,Unknown,Other,Unknown
"2 BHK Flat for Sale in Jagatpur, Ahmedabad",₹50 Lac,135 sqyrd,2 BHK,,Unfurnished,Apartment,Owner,,"Jagatpur, Ahmedabad",,,MagicBricks,"18 | + | Photos | Updated 1 month ago | Owner: Ankit | 2 BHK Flat for Sale in Jagatpur, Ahmedabad | Super Area | 135 sqyrd | Status | Ready to Move | Floor | 2 out of 8 | Transaction | Resale | Furnishing | Unfurnished | Bathroom | 2 | View Property | Nearby | Global Indian International School | ₹ | 50 Lac | ₹ | 4115 per sqft | Contact Owner | Get Phone No.",50.0,1215,2,"Jagatpur, Ahmedabad",Unfurnished,2,4115.23,Mid-Segment,Budget,2 BHK,1,607.5,850,0,Resale,0,Undervalued (Great Deal),,Unknown,Other,Unknown
"3 BHK Flat for Sale in Jagatpur, Ahmedabad",₹1.34 Cr,1198 sqft,3 BHK,,Unfurnished,Apartment,Owner,,"Jagatpur, Ahmedabad",,,MagicBricks,"8 | + | Photos | Posted: Sep 01, '25 | Owner: Ravikant Gupta | 3 BHK Flat for Sale in Jagatpur, Ahmedabad | Carpet Area | 1198 sqft | Status | Ready to Move | Floor | 16 out of 22 | Transaction | New Property | Furnishing | Unfurnished | facing | North - East | overlooking | Garden/Park, Main Road | Ownership | Freehold | Bathroom | 3 | Balcony | 1 | Newly Constructed Property | View Property | Nearby | Global Indian International School | ₹ | 1.34 Cr | ₹ | 7053 per sqft | Contact Owner | Get Phone No.",134.0,1198,3,"Jagatpur, Ahmedabad",Unfurnished,3,11185.31,Luxury,Premium,3 BHK,2,399.33,839,0,Resale,0,Overvalued (Premium),,Unknown,Other,Unknown
"3 BHK Flat for Sale in Shyam Kutir, Naroda, Ahmedabad",₹56 Lac,1440 sqft,3 BHK,,Furnished,Apartment,Owner,,"Shyam Kutir, Naroda, Ahmedabad",,,MagicBricks,"14 | + | Photos | Posted: Sep 10, '25 | Owner: Nilam Shukla | 3 BHK Flat for Sale in Shyam Kutir, Naroda, Ahmedabad | Shyam Kutir | Carpet Area | 1440 sqft | Status | Ready to Move | Floor | 3 out of 7 | Transaction | Resale | Furnishing | Furnished | facing | East | Society | Shyam Kutir | Bathroom | 3 | Balcony | 1 | East Facing Property | View Property | Nearby | NIMBESWAR SUPER MARKET | National Handloom Corporation | New Noble School | Navyug Public School | Rudraksh Hospital | Shalby Hospital | Reliance Fresh Vegetable Purchase | Galaxy Cinema | Kathwada Turning Bus Stop | Naroda Gam Bus Stop | ₹ | 56 Lac | Contact Owner | Get Phone No.",56.0,1440,3,"Shyam Kutir, Naroda, Ahmedabad",Furnished,3,3888.89,Mid-Segment,Budget,3 BHK,1,480.0,1008,1,New Booking,1,Fair Value,Naroda,Naroda,Naroda,Naroda
"2 BHK Flat for Sale in Muni Naroda Icon, New Naroda, Ahmedabad",₹35 Lac,977 sqft,2 BHK,,Unfurnished,Apartment,Owner,,"Muni Naroda Icon, New Naroda, Ahmedabad",,,MagicBricks,"11 | + | Photos | Updated 4 weeks ago | Owner: KEVAL PATADIA | 2 BHK Flat for Sale in Muni Naroda Icon, New Naroda, Ahmedabad | Muni Naroda Icon | Carpet Area | 977 sqft | Status | Ready to Move | Floor | 10 out of 13 | Transaction | Resale | Furnishing | Unfurnished | overlooking | Main Road | Society | Muni Naroda Icon | Ownership | Freehold | Car Parking | 1 Covered, | Bathroom | 2 | View Property | ₹ | 35 Lac | Contact Owner | Get Phone No.",35.0,977,2,"Muni Naroda Icon, New Naroda, Ahmedabad",Unfurnished,2,3582.4,Mid-Segment,Budget,2 BHK,1,488.5,684,0,Resale,1,Fair Value,New Naroda,Naroda,Naroda,Naroda
"3 BHK Flat for Sale in Prerna Viraj I, Satellite, Ahmedabad",₹57 Lac,1080 sqft,3 BHK,,Unfurnished,Apartment,Owner,,"Prerna Viraj I, Satellite, Ahmedabad",,,MagicBricks,"8 | + | Photos | Posted: 3 months ago | Owner: Vasant C Shah | 3 BHK Flat for Sale in Prerna Viraj I, Satellite, Ahmedabad | Prerna Viraj I | Carpet Area | 1080 sqft | Status | Ready to Move | Floor | 8 out of 10 | Transaction | Resale | Furnishing | Unfurnished | facing | East | Society | Prerna Viraj I | Ownership | Freehold | Bathroom | 2 | Balcony | 1 | East Facing Property | Multistorey apartment is available for sale. It is a good location property. Please contact for more details. | View Property | Nearby | Alpha Business Park | Iscon Emporio | Educare Institute | Sri Sri Ravishankar Vidya Mandir | Shaavi Hospital | Gujarat Child Care Hospital | Star Bazaar | Brand Factory | Jodhpur Road Bus Stop | Iskon Bus Stop | ₹ | 57 Lac | Contact Owner | Get Phone No.",57.0,1080,3,"Prerna Viraj I, Satellite, Ahmedabad",Unfurnished,3,5277.78,Mid-Segment,Budget,3 BHK,1,360.0,756,1,Resale,1,Fair Value,Satellite,Satellite,Satellite,Satellite
"2 BHK Flat for Sale in Aryaman Gracia, Chandkheda, Ahmedabad",₹52 Lac,135 sqyrd,2 BHK,,Semi-Furnished,Apartment,Owner,,"Aryaman Gracia, Chandkheda, Ahmedabad",,,MagicBricks,"5 | + | Photos | Updated 3 months ago | Owner: Prajapati Ketan | 2 BHK Flat for Sale in Aryaman Gracia, Chandkheda, Ahmedabad | Aryaman Gracia | Carpet Area | 135 sqyrd | Status | Ready to Move | Floor | 3 out of 7 | Transaction | Resale | Furnishing | Semi-Furnished | facing | East | overlooking | Garden/Park | Society | Aryaman Gracia | Ownership | Freehold | Bathroom | 2 | Balcony | 1 | East Facing Property | only 3 wings | View Property | Nearby | Highway Mall, Chandkheda | Om Super Market | Gujarat Technological University | Ananya Vidyalaya | Satyamev Hospital - Multispeciality | Jincy Multispeciality Hospital | Hind Super Market | Highway Mall | Shitiratna Bunglows Bus Stop | Visat Circle Bus Stop | ₹ | 52 Lac | ₹ | 4280 per sqft | Contact Owner | Get Phone No.",52.0,1215,2,"Aryaman Gracia, Chandkheda, Ahmedabad",Semi-Furnished,2,4279.84,Mid-Segment,Budget,2 BHK,2,607.5,850,1,Resale,1,Fair Value,Chandkheda,Chandkheda,Chandkheda,Chandkheda
"2 BHK Flat for Sale in Sanidhya Flora New Ranip, New Ranip, Ahmedabad",₹53 Lac,710 sqft,2 BHK,,Furnished,Apartment,Owner,,"Sanidhya Flora New Ranip, New Ranip, Ahmedabad",,,MagicBricks,"13 | + | Photos | Updated 3 months ago | Owner: ASHMANJAS VERMA | 2 BHK Flat for Sale in Sanidhya Flora New Ranip, New Ranip, Ahmedabad | Sanidhya Flora New Ranip | Carpet Area | 710 sqft | Status | Ready to Move | Floor | 1 out of 7 | Transaction | Resale | Furnishing | Furnished | facing | North - East | overlooking | Garden/Park, Main Road | Society | Sanidhya Flora New Ranip | Ownership | Freehold | Bathroom | 2 | Balcony | 2 | peace | View Property | Nearby | Magnate Square | Arpan School | Aaishree Chemistry Zone | Lotus Women Hospital | New Ranip Bus Stop | ₹ | 53 Lac | ₹ | 4609 per sqft | Contact Owner | Get Phone No.",53.0,710,2,"Sanidhya Flora New Ranip, New Ranip, Ahmedabad",Furnished,2,7464.79,Premium,Budget,2 BHK,2,355.0,497,0,Resale,1,Overvalued (Premium),New Ranip,New Ranip,New Ranip,Ranip
"3 BHK Flat for Sale in Zundal, Ahmedabad",₹74 Lac,1548 sqft,3 BHK,,Furnished,Apartment,Owner,,"Zundal, Ahmedabad",,,MagicBricks,"3 | + | Photos | Updated 3 months ago | Owner: abhishek Panchal | 3 BHK Flat for Sale in Zundal, Ahmedabad | Super Area | 1548 sqft | Status | Ready to Move | Floor | 12 out of 15 | Transaction | Resale | Furnishing | Furnished | facing | West | Ownership | Co-operative Society | Bathroom | 3 | Balcony | 1 | Multistorey apartment is available for sale. It is a good location property. Please contact for more details. | View Property | Nearby | Leap International School | Oak Valley Public School | Shree Balaji Agora Mall | ₹ | 74 Lac | ₹ | 4780 per sqft | Contact Owner | Get Phone No.",74.0,1548,3,"Zundal, Ahmedabad",Furnished,3,4780.36,Mid-Segment,Budget,3 BHK,1,516.0,1084,0,Resale,1,Fair Value,,Unknown,Other,Unknown
"1 BHK Flat for Sale in Vastral, Ahmedabad",₹17 Lac,485 sqft,1 BHK,,Semi-Furnished,Apartment,Owner,,"Vastral, Ahmedabad",,,MagicBricks,"6 | + | Photos | Posted: 3 months ago | Owner: Dipmala | 1 BHK Flat for Sale in Vastral, Ahmedabad | Carpet Area | 485 sqft | Status | Ready to Move | Floor | 3 out of 5 | Transaction | Resale | Furnishing | Semi-Furnished | Ownership | Co-operative Society | Bathroom | 1 | Balcony | 1 | View Property | Nearby | Kankubag Mall | Ved Arcade Mall | Podar International School Vastral | United School | Shyambhu Hospital | Avadh Multispeciality Hospital | Ved Arcade Mall | Karnavati Mega Mall | Nirant Cross Road Metro Station | Vastral Metro Station | ₹ | 17 Lac | ₹ | 2361 per sqft | Contact Owner | Get Phone No.",17.0,485,1,"Vastral, Ahmedabad",Semi-Furnished,1,3505.15,Mid-Segment,Budget,1 BHK,1,485.0,340,0,Resale,1,Undervalued (Great Deal),,Unknown,Other,Unknown
"2 BHK Flat for Sale in Safal Orchid Blues, Shela, Ahmedabad",₹52 Lac,1069 sqft,2 BHK,,Furnished,Apartment,Owner,,"Safal Orchid Blues, Shela, Ahmedabad",,,MagicBricks,"36 | + | Photos | Updated 1 month ago | Owner: Binal | 2 BHK Flat for Sale in Safal Orchid Blues, Shela, Ahmedabad | Safal Orchid Blues | Super Area | 1069 sqft | Status | Ready to Move | Floor | 11 out of 14 | Transaction | Resale | Furnishing | Furnished | facing | East | overlooking | Garden/Park, Pool | Society | Safal Orchid Blues | Ownership | Freehold | Car Parking | 1 Open | Bathroom | 2 | East Facing Property | Multistorey apartment is available for sale. Property available on premium Location. Highway touch property. | View Property | Nearby | Freshqo | Pihu Fruits and Vegetables Market | Shanti Business School | Shanti Asiatic School | ₹ | 52 Lac | ₹ | 4864 per sqft | Contact Owner | Get Phone No.",52.0,1069,2,"Safal Orchid Blues, Shela, Ahmedabad",Furnished,2,4864.36,Mid-Segment,Budget,2 BHK,4,534.5,748,1,New Booking,1,Fair Value,Shela,Shela,Shela,Shela
